Test Case,Input,Start Time,End Time,Latency (s)
4,There are 24 hours in a day,1729780272.9048672,1729780272.9195788,0.014711618423461914
4,There are 24 hours in a day,1729780272.919589,1729780272.934282,0.014693021774291992
4,There are 24 hours in a day,1729780272.934291,1729780272.948915,0.01462411880493164
4,There are 24 hours in a day,1729780272.948925,1729780272.96368,0.014755010604858398
4,There are 24 hours in a day,1729780272.96369,1729780272.978394,0.014703989028930664
4,There are 24 hours in a day,1729780272.978404,1729780272.99324,0.01483607292175293
4,There are 24 hours in a day,1729780272.9932501,1729780273.0086389,0.015388727188110352
4,There are 24 hours in a day,1729780273.0086489,1729780273.023614,0.014965057373046875
4,There are 24 hours in a day,1729780273.023624,1729780273.038257,0.014632940292358398
4,There are 24 hours in a day,1729780273.038267,1729780273.052743,0.01447606086730957
4,There are 24 hours in a day,1729780273.052753,1729780273.067369,0.014616012573242188
4,There are 24 hours in a day,1729780273.06738,1729780273.082178,0.014798164367675781
4,There are 24 hours in a day,1729780273.082191,1729780273.096899,0.01470804214477539
4,There are 24 hours in a day,1729780273.096909,1729780273.1115441,0.014635086059570312
4,There are 24 hours in a day,1729780273.1115541,1729780273.126324,0.014769792556762695
4,There are 24 hours in a day,1729780273.126334,1729780273.1413078,0.014973878860473633
4,There are 24 hours in a day,1729780273.1413178,1729780273.156349,0.015031099319458008
4,There are 24 hours in a day,1729780273.156359,1729780273.171225,0.014866113662719727
4,There are 24 hours in a day,1729780273.171235,1729780273.186172,0.01493692398071289
4,There are 24 hours in a day,1729780273.1861818,1729780273.201164,0.014982223510742188
4,There are 24 hours in a day,1729780273.201174,1729780273.2160242,0.014850139617919922
4,There are 24 hours in a day,1729780273.216034,1729780273.2308228,0.01478886604309082
4,There are 24 hours in a day,1729780273.2308328,1729780273.2458081,0.014975309371948242
4,There are 24 hours in a day,1729780273.2458181,1729780273.260629,0.014810800552368164
4,There are 24 hours in a day,1729780273.260639,1729780273.2755682,0.01492929458618164
4,There are 24 hours in a day,1729780273.275578,1729780273.290433,0.014854907989501953
4,There are 24 hours in a day,1729780273.290443,1729780273.305123,0.014680147171020508
4,There are 24 hours in a day,1729780273.305133,1729780273.31983,0.014696836471557617
4,There are 24 hours in a day,1729780273.319839,1729780273.334452,0.014612913131713867
4,There are 24 hours in a day,1729780273.334462,1729780273.349073,0.014611005783081055
4,There are 24 hours in a day,1729780273.349084,1729780273.364258,0.015174150466918945
4,There are 24 hours in a day,1729780273.364267,1729780273.378863,0.014595985412597656
4,There are 24 hours in a day,1729780273.378874,1729780273.4407659,0.061891794204711914
4,There are 24 hours in a day,1729780273.440777,1729780273.457108,0.016330957412719727
4,There are 24 hours in a day,1729780273.457118,1729780273.471894,0.014775991439819336
4,There are 24 hours in a day,1729780273.471903,1729780273.486356,0.014452934265136719
4,There are 24 hours in a day,1729780273.486366,1729780273.501127,0.014760971069335938
4,There are 24 hours in a day,1729780273.501138,1729780273.5163252,0.015187263488769531
4,There are 24 hours in a day,1729780273.5163531,1729780273.5311759,0.014822721481323242
4,There are 24 hours in a day,1729780273.5311859,1729780273.5457668,0.014580965042114258
4,There are 24 hours in a day,1729780273.5457768,1729780273.5606458,0.014868974685668945
4,There are 24 hours in a day,1729780273.5606558,1729780273.5755,0.014844179153442383
4,There are 24 hours in a day,1729780273.57551,1729780273.5902941,0.014784097671508789
4,There are 24 hours in a day,1729780273.590304,1729780273.605021,0.01471710205078125
4,There are 24 hours in a day,1729780273.6050298,1729780273.619918,0.014888286590576172
4,There are 24 hours in a day,1729780273.619929,1729780273.634677,0.014747858047485352
4,There are 24 hours in a day,1729780273.634687,1729780273.649461,0.014774084091186523
4,There are 24 hours in a day,1729780273.649471,1729780273.6646342,0.015163183212280273
4,There are 24 hours in a day,1729780273.664644,1729780273.679362,0.014718055725097656
4,There are 24 hours in a day,1729780273.679371,1729780273.694197,0.014825820922851562
4,There are 24 hours in a day,1729780273.694208,1729780273.709204,0.014996051788330078
4,There are 24 hours in a day,1729780273.709214,1729780273.723884,0.014670133590698242
4,There are 24 hours in a day,1729780273.7238941,1729780273.7385721,0.014678001403808594
4,There are 24 hours in a day,1729780273.7385821,1729780273.753324,0.014741897583007812
